Ciudad,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Cartagena,Educación,2,2,2024-07-15
Manizales,Salud,1,2,2024-01-20
Santa Marta,Salud,1,1,2024-02-17
Manizales,Educación,2,2,2023-04-30
Santa Marta,Educación,2,2,2024-10-26
Cúcuta,Seguridad,3,1,2024-01-12
Pereira,Educación,2,4,2023-12-29
Santa Marta,Salud,1,4,2024-11-22
Barranquilla,Medio Ambiente,4,2,2023-05-05
Bogotá,Medio Ambiente,4,4,2023-10-12
Santa Marta,Medio Ambiente,4,3,2023-04-27
Pereira,Educación,2,2,2023-03-22
Medellín,Educación,2,2,2023-07-29
Manizales,Educación,2,3,2023-09-15
Bucaramanga,Seguridad,3,1,2024-07-31
Manizales,Medio Ambiente,4,1,2023-06-22
Pereira,Medio Ambiente,4,2,2023-04-08
Manizales,Medio Ambiente,4,1,2023-11-07
Medellín,Seguridad,3,2,2023-06-07
Santa Marta,Seguridad,3,4,2024-08-26
Barranquilla,Salud,1,3,2024-05-25
Pereira,Medio Ambiente,4,1,2024-02-15
Medellín,Salud,1,2,2024-10-10
Bogotá,Educación,2,4,2023-09-11
Bucaramanga,Educación,2,2,2024-04-13
Manizales,Salud,1,1,2024-06-09
Medellín,Medio Ambiente,4,3,2024-03-16
Cali,Medio Ambiente,4,2,2024-06-19
Bogotá,Medio Ambiente,4,4,2024-09-15
Pereira,Educación,2,4,2024-06-13
Cartagena,Seguridad,3,1,2024-07-05
Cúcuta,Medio Ambiente,4,1,2023-12-02
Santa Marta,Medio Ambiente,4,2,2023-11-26
Bucaramanga,Salud,1,4,2023-04-21
Cali,Salud,1,1,2024-10-25
Pereira,Medio Ambiente,4,3,2023-12-17
Cartagena,Seguridad,3,2,2024-07-06
Cúcuta,Medio Ambiente,4,3,2024-08-17
Manizales,Seguridad,3,1,2024-01-22
Manizales,Educación,2,2,2024-01-05
Bogotá,Educación,2,1,2024-06-14
Bogotá,Seguridad,3,4,2023-03-28
Medellín,Salud,1,1,2023-08-25
Cúcuta,Educación,2,4,2023-01-24
Santa Marta,Educación,2,4,2023-05-24
Bogotá,Medio Ambiente,4,2,2023-08-26
Cali,Educación,2,4,2023-07-21
Manizales,Medio Ambiente,4,2,2024-03-31
Medellín,Medio Ambiente,4,1,2023-08-19
Barranquilla,Seguridad,3,1,2023-10-15
Bucaramanga,Medio Ambiente,4,3,2024-07-24
Bogotá,Educación,2,3,2024-11-16
Medellín,Medio Ambiente,4,1,2023-12-13
Cartagena,Salud,1,2,2024-09-13
Bogotá,Seguridad,3,3,2024-04-09
Manizales,Salud,1,3,2023-06-16
Manizales,Seguridad,3,2,2023-12-03
Manizales,Educación,2,1,2023-04-07
Cartagena,Educación,2,3,2023-12-12
Manizales,Salud,1,2,2024-06-30
Medellín,Salud,1,1,2023-09-01
Santa Marta,Medio Ambiente,4,3,2024-05-13
Cúcuta,Seguridad,3,2,2024-11-17
Cali,Educación,2,3,2023-02-09
Bucaramanga,Seguridad,3,3,2023-10-09
Santa Marta,Educación,2,1,2024-02-19
Bucaramanga,Educación,2,1,2023-02-13
Barranquilla,Salud,1,4,2024-08-20
Medellín,Salud,1,1,2024-01-20
Bucaramanga,Seguridad,3,4,2024-04-23
Barranquilla,Educación,2,1,2024-08-28
Cali,Seguridad,3,3,2023-04-01
Cali,Educación,2,2,2024-06-28
Barranquilla,Educación,2,1,2023-08-16
Cartagena,Seguridad,3,3,2024-04-29
Cali,Medio Ambiente,4,4,2023-08-02
Pereira,Seguridad,3,1,2024-02-02
Cúcuta,Medio Ambiente,4,4,2024-05-21
Manizales,Salud,1,2,2024-11-09
Cali,Educación,2,1,2023-06-12
Barranquilla,Seguridad,3,1,2023-05-08
Cúcuta,Educación,2,4,2023-02-26
Bucaramanga,Medio Ambiente,4,3,2024-06-11
Cali,Seguridad,3,4,2024-03-26
Manizales,Salud,1,3,2023-07-07
Bucaramanga,Medio Ambiente,4,4,2023-12-14
Pereira,Educación,2,2,2023-02-11
Manizales,Educación,2,2,2023-04-23
Manizales,Educación,2,4,2023-11-05
Pereira,Medio Ambiente,4,4,2024-01-11
Bogotá,Medio Ambiente,4,1,2024-04-08
Manizales,Medio Ambiente,4,4,2024-06-30
Cartagena,Seguridad,3,2,2023-09-28
Cúcuta,Medio Ambiente,4,4,2024-04-20
Bogotá,Educación,2,2,2023-02-28
Cúcuta,Medio Ambiente,4,3,2023-08-28
Cúcuta,Seguridad,3,3,2023-05-06
Bucaramanga,Seguridad,3,3,2023-07-28
Barranquilla,Medio Ambiente,4,2,2023-08-02
Manizales,Salud,1,2,2024-06-29
Medellín,Seguridad,3,4,2024-08-20
Bucaramanga,Medio Ambiente,4,4,2023-01-22
Cartagena,Seguridad,3,1,2023-07-10
Cartagena,Salud,1,1,2023-11-10
Santa Marta,Seguridad,3,2,2024-05-27
Barranquilla,Educación,2,3,2024-06-16
Cartagena,Medio Ambiente,4,1,2023-08-23
Bucaramanga,Salud,1,3,2023-11-25
Cúcuta,Seguridad,3,2,2024-08-20
Santa Marta,Medio Ambiente,4,1,2023-01-06
Manizales,Medio Ambiente,4,2,2023-02-28
Manizales,Salud,1,4,2024-10-18
Medellín,Educación,2,4,2023-05-27
Bogotá,Seguridad,3,2,2023-12-07
Pereira,Seguridad,3,2,2023-08-23
Bogotá,Educación,2,3,2023-03-14
Medellín,Seguridad,3,4,2023-09-05
Medellín,Medio Ambiente,4,1,2024-10-15
Bogotá,Medio Ambiente,4,3,2024-11-02
Manizales,Educación,2,2,2024-04-14
Cúcuta,Salud,1,3,2024-08-17
Bucaramanga,Educación,2,4,2024-05-20
Cartagena,Educación,2,4,2023-05-17
Cali,Medio Ambiente,4,1,2023-09-21
Cali,Educación,2,4,2023-01-14
Santa Marta,Salud,1,2,2024-10-10
Bucaramanga,Salud,1,3,2024-05-01
Medellín,Educación,2,1,2023-06-25
Cúcuta,Educación,2,1,2024-06-15
Barranquilla,Seguridad,3,2,2024-05-30
Santa Marta,Salud,1,4,2023-10-03
Cali,Medio Ambiente,4,1,2023-08-26
Cúcuta,Medio Ambiente,4,4,2023-05-05
Pereira,Medio Ambiente,4,4,2024-06-17
Medellín,Educación,2,2,2024-03-24
Bucaramanga,Seguridad,3,2,2024-09-26
Bogotá,Educación,2,1,2024-07-16
Bogotá,Salud,1,1,2024-09-08
Bucaramanga,Educación,2,3,2024-04-24
Santa Marta,Educación,2,2,2023-01-18
Pereira,Educación,2,2,2024-04-17
Bucaramanga,Educación,2,4,2023-11-09
Manizales,Salud,1,1,2023-10-29
Cali,Seguridad,3,2,2024-03-26
Bogotá,Salud,1,4,2024-04-19
Pereira,Seguridad,3,3,2024-05-07
Cúcuta,Medio Ambiente,4,3,2023-09-25
Bogotá,Salud,1,2,2024-09-10
Cali,Seguridad,3,3,2024-10-11
Cartagena,Salud,1,1,2024-08-31
Manizales,Medio Ambiente,4,1,2023-08-01
Barranquilla,Salud,1,2,2023-11-13
Santa Marta,Medio Ambiente,4,1,2024-10-23
Cúcuta,Medio Ambiente,4,2,2024-11-12
Medellín,Educación,2,3,2023-04-23
Cartagena,Salud,1,1,2023-09-20
Bogotá,Medio Ambiente,4,1,2024-03-23
Santa Marta,Seguridad,3,4,2023-11-06
Cúcuta,Salud,1,4,2024-02-08
Santa Marta,Salud,1,2,2024-05-04
Cúcuta,Salud,1,1,2023-12-25
Barranquilla,Medio Ambiente,4,1,2024-05-18
Cali,Educación,2,1,2023-12-15
Cúcuta,Medio Ambiente,4,1,2023-12-13
Cartagena,Medio Ambiente,4,4,2024-04-06
Pereira,Educación,2,3,2023-10-12
Cúcuta,Medio Ambiente,4,4,2023-05-06
Medellín,Salud,1,2,2024-11-22
Medellín,Educación,2,4,2023-07-09
Cúcuta,Educación,2,3,2024-09-13
Bogotá,Educación,2,2,2023-08-20
Barranquilla,Medio Ambiente,4,1,2023-10-22
Pereira,Educación,2,1,2024-05-07
Pereira,Medio Ambiente,4,3,2023-10-09
Santa Marta,Educación,2,3,2023-01-03
Cali,Educación,2,2,2023-04-14
Pereira,Educación,2,2,2024-09-24
Manizales,Medio Ambiente,4,3,2023-01-21
Barranquilla,Educación,2,4,2023-10-08
Manizales,Medio Ambiente,4,1,2023-03-05
Cali,Salud,1,4,2024-08-03
Bucaramanga,Seguridad,3,1,2024-09-06
Cúcuta,Educación,2,3,2024-04-05
Medellín,Educación,2,1,2023-09-24
Cali,Salud,1,3,2024-09-17
Pereira,Educación,2,2,2024-04-15
Bucaramanga,Medio Ambiente,4,1,2023-03-27
Medellín,Seguridad,3,2,2023-03-03
Cartagena,Seguridad,3,1,2023-09-27
Barranquilla,Medio Ambiente,4,4,2023-07-20
Manizales,Medio Ambiente,4,4,2023-06-24
Medellín,Educación,2,1,2024-06-02
Barranquilla,Educación,2,1,2023-04-08
Santa Marta,Educación,2,2,2023-10-29
Santa Marta,Medio Ambiente,4,3,2023-04-08
Manizales,Educación,2,2,2023-03-29
Bucaramanga,Seguridad,3,1,2024-11-26
Santa Marta,Seguridad,3,4,2023-04-21
Cúcuta,Seguridad,3,2,2023-09-11
Bogotá,Medio Ambiente,4,2,2023-07-12
Manizales,Salud,1,3,2024-05-18
Bogotá,Medio Ambiente,4,2,2023-12-31
Bogotá,Educación,2,3,2023-05-01
Santa Marta,Seguridad,3,2,2023-06-02
Cúcuta,Medio Ambiente,4,2,2023-07-30
Cali,Educación,2,1,2023-11-12
Manizales,Seguridad,3,2,2023-08-08
Bogotá,Medio Ambiente,4,3,2023-06-21
Bogotá,Seguridad,3,1,2023-05-05
Bogotá,Salud,1,1,2023-02-26
Bucaramanga,Medio Ambiente,4,1,2024-05-14
Bogotá,Salud,1,1,2024-04-28
Medellín,Seguridad,3,3,2023-06-08
Pereira,Seguridad,3,3,2023-03-19
Barranquilla,Salud,1,4,2023-06-14
Cali,Educación,2,2,2023-03-08
Pereira,Educación,2,2,2024-05-26
Barranquilla,Medio Ambiente,4,2,2023-01-18
Medellín,Medio Ambiente,4,2,2024-07-11
Bogotá,Medio Ambiente,4,2,2023-07-30
Bogotá,Medio Ambiente,4,2,2024-07-09
Barranquilla,Seguridad,3,4,2023-03-18
Cartagena,Seguridad,3,2,2024-11-27
Bucaramanga,Medio Ambiente,4,3,2023-10-01
Bogotá,Educación,2,3,2024-04-11
Bucaramanga,Seguridad,3,1,2024-04-27
Cali,Medio Ambiente,4,3,2023-05-03
Santa Marta,Medio Ambiente,4,4,2023-04-05
Manizales,Medio Ambiente,4,2,2024-01-05
Pereira,Educación,2,4,2023-02-20
Cali,Educación,2,2,2023-06-03
Santa Marta,Seguridad,3,3,2024-09-27
Barranquilla,Educación,2,3,2023-09-27
Cúcuta,Medio Ambiente,4,4,2024-05-14
Santa Marta,Medio Ambiente,4,3,2024-04-22
Barranquilla,Medio Ambiente,4,1,2023-02-21
Barranquilla,Salud,1,4,2023-08-14
Barranquilla,Educación,2,2,2023-11-10
Bogotá,Medio Ambiente,4,4,2023-04-06
Medellín,Seguridad,3,1,2023-01-08
Cúcuta,Seguridad,3,3,2023-08-17
Manizales,Educación,2,4,2023-05-26
Pereira,Seguridad,3,2,2024-01-08
Bogotá,Medio Ambiente,4,1,2023-03-17
Santa Marta,Medio Ambiente,4,3,2023-05-09
Cúcuta,Medio Ambiente,4,2,2024-01-16
Bogotá,Medio Ambiente,4,3,2024-09-30
Cali,Medio Ambiente,4,3,2023-09-04
Medellín,Seguridad,3,1,2023-06-03
Pereira,Salud,1,2,2024-03-31
Cartagena,Educación,2,4,2023-10-08
Cali,Medio Ambiente,4,4,2024-01-06
Bogotá,Educación,2,4,2023-05-09
Cartagena,Medio Ambiente,4,2,2024-06-26
Pereira,Educación,2,1,2023-09-07
Bogotá,Medio Ambiente,4,2,2023-09-08
Manizales,Medio Ambiente,4,4,2023-11-30
Medellín,Medio Ambiente,4,4,2024-02-11
Bucaramanga,Seguridad,3,3,2023-10-03
Medellín,Salud,1,2,2023-03-18
Pereira,Medio Ambiente,4,2,2023-08-13
Santa Marta,Seguridad,3,1,2024-08-22
Cúcuta,Seguridad,3,4,2023-10-03
Cúcuta,Medio Ambiente,4,3,2023-07-14
Manizales,Medio Ambiente,4,4,2023-04-07
Bucaramanga,Medio Ambiente,4,2,2023-01-25
Cartagena,Medio Ambiente,4,1,2023-03-30
Cúcuta,Educación,2,3,2024-01-09
Medellín,Salud,1,3,2024-10-12
Pereira,Medio Ambiente,4,4,2023-06-23
Cúcuta,Medio Ambiente,4,3,2023-06-06
Barranquilla,Seguridad,3,1,2023-05-12
Manizales,Salud,1,4,2023-10-20
Santa Marta,Educación,2,4,2024-07-14
Santa Marta,Medio Ambiente,4,1,2023-08-31
Santa Marta,Educación,2,4,2023-07-25
Cúcuta,Seguridad,3,4,2023-04-08
Pereira,Salud,1,1,2024-04-24
Cali,Educación,2,3,2024-06-08
Medellín,Educación,2,3,2023-12-25
Cali,Educación,2,3,2023-02-15
Pereira,Medio Ambiente,4,2,2023-01-10
Santa Marta,Medio Ambiente,4,3,2024-08-06
Pereira,Educación,2,4,2023-09-11
Cartagena,Seguridad,3,4,2024-07-26
Medellín,Seguridad,3,2,2023-05-29
Bogotá,Seguridad,3,3,2023-03-02
Cartagena,Salud,1,3,2023-02-21
Bucaramanga,Medio Ambiente,4,1,2023-06-24
Bucaramanga,Seguridad,3,4,2023-02-12
Pereira,Medio Ambiente,4,4,2024-02-26
Cali,Salud,1,1,2024-04-06
Medellín,Medio Ambiente,4,2,2023-04-04
Bogotá,Seguridad,3,3,2023-11-14
Bucaramanga,Medio Ambiente,4,4,2024-05-22
Bucaramanga,Educación,2,3,2023-10-29
Cali,Educación,2,1,2023-10-01
Santa Marta,Medio Ambiente,4,3,2023-06-30
Bogotá,Seguridad,3,3,2024-01-09
Pereira,Medio Ambiente,4,1,2023-03-08
Cartagena,Medio Ambiente,4,2,2024-07-11
Medellín,Educación,2,1,2024-10-18
Cartagena,Seguridad,3,1,2023-01-22
Cartagena,Educación,2,1,2023-12-17
Cartagena,Educación,2,3,2023-07-26
Manizales,Salud,1,3,2024-08-22
Bogotá,Medio Ambiente,4,3,2023-06-13
Medellín,Educación,2,3,2023-02-25
Cúcuta,Seguridad,3,3,2024-07-17
Santa Marta,Seguridad,3,1,2024-03-28
Pereira,Medio Ambiente,4,1,2024-08-16
Bogotá,Salud,1,4,2023-04-13
Santa Marta,Educación,2,3,2023-05-26
Pereira,Salud,1,2,2023-02-01
Manizales,Educación,2,4,2024-09-24
Manizales,Medio Ambiente,4,2,2023-02-21
Medellín,Educación,2,2,2023-11-06
Bucaramanga,Educación,2,2,2023-06-17
Bogotá,Salud,1,4,2023-07-22
Barranquilla,Salud,1,1,2023-01-10
Bogotá,Seguridad,3,3,2023-05-10
Cartagena,Seguridad,3,4,2023-08-09
Bucaramanga,Salud,1,2,2024-01-07
Manizales,Salud,1,1,2024-09-19
Manizales,Educación,2,4,2024-10-10
Barranquilla,Educación,2,4,2023-06-01
Manizales,Educación,2,1,2024-07-18
Pereira,Seguridad,3,2,2023-07-09
Bucaramanga,Medio Ambiente,4,1,2024-01-10
Bucaramanga,Medio Ambiente,4,2,2024-10-08
Santa Marta,Medio Ambiente,4,4,2023-11-04
Barranquilla,Medio Ambiente,4,1,2023-10-20
Cartagena,Educación,2,4,2023-10-04
Medellín,Educación,2,1,2023-09-21
Cali,Medio Ambiente,4,1,2024-06-17
Santa Marta,Salud,1,1,2024-02-07
Santa Marta,Educación,2,1,2024-03-23
Pereira,Educación,2,3,2023-08-24
Pereira,Medio Ambiente,4,4,2024-08-04
Bucaramanga,Salud,1,4,2024-04-03
Bogotá,Medio Ambiente,4,4,2024-06-03
Bucaramanga,Salud,1,4,2023-09-21
Pereira,Medio Ambiente,4,2,2024-10-11
Medellín,Medio Ambiente,4,1,2024-06-28
Bogotá,Medio Ambiente,4,3,2024-10-15
Cartagena,Educación,2,2,2023-04-19
Cúcuta,Medio Ambiente,4,2,2023-03-30
Bucaramanga,Educación,2,1,2024-11-05
Cúcuta,Educación,2,2,2024-04-10
Cali,Salud,1,4,2024-10-06
Medellín,Seguridad,3,4,2024-03-30
Medellín,Medio Ambiente,4,3,2023-12-10
Cúcuta,Medio Ambiente,4,4,2023-02-25
Santa Marta,Salud,1,4,2024-05-20
Bogotá,Salud,1,3,2024-07-05
Barranquilla,Medio Ambiente,4,4,2024-04-17
Bogotá,Medio Ambiente,4,3,2024-02-03
Pereira,Salud,1,3,2024-11-01
Santa Marta,Salud,1,4,2024-05-13
Manizales,Medio Ambiente,4,3,2023-04-13
Pereira,Medio Ambiente,4,3,2023-12-28
Bogotá,Medio Ambiente,4,3,2024-04-25
Cartagena,Seguridad,3,4,2023-03-16
Medellín,Medio Ambiente,4,3,2024-07-24
Barranquilla,Medio Ambiente,4,2,2023-05-10
Bucaramanga,Salud,1,4,2024-01-20
Cali,Seguridad,3,3,2024-10-24
Bucaramanga,Educación,2,4,2023-05-27
Manizales,Seguridad,3,2,2024-11-28
Bucaramanga,Salud,1,1,2024-08-20
Cúcuta,Salud,1,4,2024-03-10
Manizales,Educación,2,4,2023-01-09
Pereira,Medio Ambiente,4,1,2023-09-30
Pereira,Medio Ambiente,4,1,2023-09-22
Cúcuta,Medio Ambiente,4,4,2024-06-04
Cartagena,Seguridad,3,4,2024-06-07
Pereira,Seguridad,3,2,2023-02-20
Santa Marta,Medio Ambiente,4,1,2024-07-09
Santa Marta,Salud,1,2,2023-03-22
Bogotá,Educación,2,1,2023-03-25
Santa Marta,Salud,1,4,2023-07-02
Cali,Medio Ambiente,4,4,2024-06-10
Pereira,Educación,2,3,2023-01-31
Cúcuta,Medio Ambiente,4,3,2023-02-04
Barranquilla,Medio Ambiente,4,2,2023-11-01
Cúcuta,Medio Ambiente,4,2,2023-05-29
Pereira,Salud,1,4,2023-10-17
Manizales,Seguridad,3,2,2024-02-08
Cartagena,Seguridad,3,1,2023-10-03
Cartagena,Educación,2,3,2024-06-13
Bucaramanga,Medio Ambiente,4,3,2023-08-04
Barranquilla,Salud,1,2,2024-05-02
Santa Marta,Medio Ambiente,4,1,2024-04-24
Medellín,Educación,2,3,2023-05-06
Pereira,Seguridad,3,2,2024-03-08
Bogotá,Seguridad,3,3,2024-04-15
Pereira,Salud,1,3,2024-06-20
Barranquilla,Educación,2,1,2024-07-05
Bucaramanga,Seguridad,3,3,2024-03-12
Cartagena,Salud,1,1,2023-09-20
Pereira,Medio Ambiente,4,2,2024-11-27
Manizales,Educación,2,1,2023-12-29
Pereira,Salud,1,4,2024-02-08
Manizales,Medio Ambiente,4,4,2023-03-26
Pereira,Educación,2,3,2023-05-17
Barranquilla,Medio Ambiente,4,2,2024-01-09
Cali,Educación,2,3,2023-06-11
Cartagena,Seguridad,3,2,2024-08-10
Cali,Seguridad,3,1,2023-12-01
Cali,Salud,1,1,2024-09-18
Pereira,Medio Ambiente,4,2,2023-11-01
Bucaramanga,Medio Ambiente,4,2,2024-08-05
Pereira,Educación,2,4,2023-06-15
Santa Marta,Educación,2,1,2023-04-04
Manizales,Educación,2,3,2024-11-11
Bogotá,Educación,2,4,2023-01-07
Medellín,Seguridad,3,2,2024-03-10
Barranquilla,Educación,2,1,2023-01-01
Cúcuta,Salud,1,4,2023-08-27
Barranquilla,Seguridad,3,2,2024-03-22
Santa Marta,Seguridad,3,3,2024-11-20
Barranquilla,Educación,2,1,2023-01-31
Manizales,Seguridad,3,1,2024-08-01
Bucaramanga,Seguridad,3,4,2023-02-27
Bucaramanga,Medio Ambiente,4,1,2024-10-23
Cali,Salud,1,4,2023-01-08
Pereira,Seguridad,3,4,2024-10-29
Barranquilla,Seguridad,3,2,2024-07-03
Santa Marta,Salud,1,4,2024-05-24
Bogotá,Seguridad,3,4,2023-06-29
Manizales,Seguridad,3,4,2023-03-04
Cúcuta,Educación,2,4,2024-02-07
Pereira,Salud,1,1,2023-10-22
Medellín,Medio Ambiente,4,3,2023-01-05
Cartagena,Salud,1,1,2024-07-29
Barranquilla,Medio Ambiente,4,1,2024-03-14
Cali,Medio Ambiente,4,2,2023-03-18
Medellín,Educación,2,2,2024-01-07
Santa Marta,Salud,1,1,2024-11-16
Cartagena,Salud,1,3,2024-05-07
Manizales,Educación,2,1,2024-08-17
Cúcuta,Seguridad,3,1,2023-06-19
Pereira,Salud,1,1,2024-10-02
Manizales,Medio Ambiente,4,3,2023-04-29
Santa Marta,Educación,2,1,2023-01-20
Cúcuta,Salud,1,2,2023-01-19
Cali,Educación,2,1,2024-03-20
Manizales,Educación,2,1,2024-08-04
Bogotá,Educación,2,3,2024-03-07
Barranquilla,Educación,2,3,2024-03-11
Medellín,Seguridad,3,2,2023-11-24
Cali,Medio Ambiente,4,4,2023-01-25
Medellín,Salud,1,4,2024-04-29
Medellín,Salud,1,2,2024-03-07
Santa Marta,Salud,1,1,2023-02-09
Santa Marta,Educación,2,2,2023-11-08
Santa Marta,Educación,2,4,2023-03-28
Manizales,Salud,1,1,2024-07-12
Pereira,Medio Ambiente,4,4,2023-01-10
Cartagena,Medio Ambiente,4,3,2024-02-02
Bogotá,Educación,2,1,2024-10-30
Pereira,Educación,2,2,2023-01-18
Barranquilla,Salud,1,2,2023-08-01
Cúcuta,Educación,2,4,2023-05-10
Manizales,Educación,2,2,2024-11-19
Cartagena,Educación,2,2,2024-09-03
Pereira,Educación,2,3,2024-09-05
Manizales,Medio Ambiente,4,4,2024-05-10
Bucaramanga,Medio Ambiente,4,4,2024-01-21
Barranquilla,Educación,2,4,2023-06-02
Santa Marta,Educación,2,3,2023-05-16
Pereira,Seguridad,3,1,2023-04-05
Pereira,Medio Ambiente,4,2,2024-06-02
Barranquilla,Medio Ambiente,4,2,2024-04-01
Cali,Medio Ambiente,4,4,2024-05-02
Cúcuta,Salud,1,2,2024-05-09
Bogotá,Medio Ambiente,4,1,2023-08-02
Pereira,Seguridad,3,2,2024-10-27
Cali,Seguridad,3,2,2024-05-18
Cali,Educación,2,4,2024-01-03
Medellín,Medio Ambiente,4,4,2023-05-02
Santa Marta,Salud,1,1,2024-01-10
Cali,Salud,1,2,2023-11-12
Manizales,Salud,1,2,2024-03-18
Cali,Educación,2,3,2024-11-20
Medellín,Seguridad,3,3,2023-03-01
Medellín,Educación,2,2,2023-11-17
Pereira,Educación,2,1,2023-07-18
Bucaramanga,Educación,2,1,2023-12-21
Santa Marta,Salud,1,2,2023-05-22
Bogotá,Salud,1,3,2024-01-02
Santa Marta,Educación,2,1,2024-10-26
Barranquilla,Salud,1,2,2024-08-15
Cúcuta,Salud,1,1,2024-09-28
Santa Marta,Medio Ambiente,4,4,2024-11-05
Cali,Medio Ambiente,4,1,2024-07-30
Cartagena,Seguridad,3,3,2024-03-17
Barranquilla,Medio Ambiente,4,1,2023-01-14
Medellín,Educación,2,1,2023-05-01
Medellín,Salud,1,3,2024-02-24
Barranquilla,Medio Ambiente,4,1,2023-04-24
Bogotá,Medio Ambiente,4,3,2023-12-21
Manizales,Salud,1,1,2024-10-30
Santa Marta,Salud,1,4,2023-10-05
Pereira,Seguridad,3,4,2024-06-20
Cali,Educación,2,4,2023-08-30
Cúcuta,Salud,1,3,2024-05-10
Bucaramanga,Medio Ambiente,4,4,2023-10-10
Santa Marta,Seguridad,3,3,2023-01-16
Cúcuta,Medio Ambiente,4,2,2024-04-18
Barranquilla,Medio Ambiente,4,3,2024-02-14
Cúcuta,Seguridad,3,4,2024-06-09
Barranquilla,Seguridad,3,1,2024-07-01
Barranquilla,Salud,1,4,2023-06-19
Medellín,Educación,2,2,2024-10-21
Cúcuta,Salud,1,2,2023-03-26
Bogotá,Medio Ambiente,4,4,2023-01-13
Bucaramanga,Seguridad,3,3,2023-10-21
Cali,Medio Ambiente,4,1,2024-01-10
Barranquilla,Medio Ambiente,4,3,2023-06-06
Santa Marta,Salud,1,4,2024-07-18
Manizales,Educación,2,2,2024-05-17
Cúcuta,Medio Ambiente,4,1,2024-09-06
Pereira,Seguridad,3,1,2023-07-31
Manizales,Salud,1,2,2024-09-29
Cúcuta,Medio Ambiente,4,2,2023-12-09
Barranquilla,Educación,2,4,2024-10-18
Cúcuta,Medio Ambiente,4,4,2023-02-11
Pereira,Medio Ambiente,4,3,2024-10-22
Cartagena,Educación,2,2,2023-10-03
Santa Marta,Salud,1,4,2024-06-03
Cali,Medio Ambiente,4,3,2024-08-10
Manizales,Medio Ambiente,4,4,2023-09-14
Manizales,Salud,1,1,2024-11-04
Santa Marta,Medio Ambiente,4,1,2023-12-12
Cali,Seguridad,3,4,2023-09-20
Bogotá,Salud,1,1,2023-02-04
Medellín,Medio Ambiente,4,3,2024-02-21
Cartagena,Educación,2,1,2024-07-05
Cúcuta,Medio Ambiente,4,1,2023-01-11
Medellín,Educación,2,4,2023-05-17
Medellín,Educación,2,2,2023-12-17
Bucaramanga,Educación,2,3,2023-07-19
Cartagena,Salud,1,3,2024-09-26
Medellín,Medio Ambiente,4,1,2024-05-30
Cúcuta,Salud,1,3,2024-04-30
Cali,Educación,2,2,2023-05-30
Bucaramanga,Seguridad,3,3,2024-02-08
Cartagena,Medio Ambiente,4,3,2023-02-10
Barranquilla,Seguridad,3,1,2023-09-12
Bogotá,Educación,2,4,2023-12-20
Barranquilla,Medio Ambiente,4,4,2023-02-23
Cúcuta,Educación,2,2,2024-01-30
Cali,Educación,2,1,2024-09-17
Cali,Salud,1,4,2023-07-17
Pereira,Educación,2,4,2024-10-24
Cartagena,Medio Ambiente,4,3,2024-03-01
Medellín,Medio Ambiente,4,1,2024-02-06
Bogotá,Salud,1,3,2024-10-15
Medellín,Medio Ambiente,4,2,2024-06-01
Bogotá,Educación,2,2,2023-01-04
Santa Marta,Medio Ambiente,4,4,2024-10-16
Cúcuta,Seguridad,3,1,2024-06-02
Cartagena,Seguridad,3,4,2023-04-07
Cartagena,Educación,2,4,2023-12-22
Cali,Medio Ambiente,4,2,2023-07-03
Cúcuta,Seguridad,3,4,2024-04-18
Cúcuta,Medio Ambiente,4,3,2023-07-05
Pereira,Salud,1,2,2023-10-26
Bucaramanga,Salud,1,1,2024-04-04
Cúcuta,Seguridad,3,2,2024-05-06
Cali,Educación,2,3,2024-01-31
Medellín,Medio Ambiente,4,3,2023-09-24
Bucaramanga,Salud,1,4,2024-06-28
Barranquilla,Medio Ambiente,4,1,2024-01-17
Cartagena,Salud,1,3,2024-10-26
Cúcuta,Seguridad,3,4,2024-10-11
Bogotá,Seguridad,3,1,2024-02-02
Cúcuta,Medio Ambiente,4,4,2024-03-24
Barranquilla,Seguridad,3,1,2023-12-17
Cúcuta,Salud,1,1,2024-03-23
Manizales,Salud,1,1,2023-12-18
Pereira,Seguridad,3,1,2024-06-30
Manizales,Medio Ambiente,4,4,2023-02-07
Cúcuta,Seguridad,3,4,2024-06-01
Cartagena,Educación,2,2,2024-01-05
Santa Marta,Medio Ambiente,4,2,2024-06-25
Cartagena,Educación,2,3,2023-09-27
Bucaramanga,Seguridad,3,3,2023-03-06
Cali,Seguridad,3,3,2023-05-19
Medellín,Seguridad,3,1,2023-05-31
Cúcuta,Salud,1,2,2023-11-05
Pereira,Seguridad,3,2,2023-04-15
Medellín,Medio Ambiente,4,2,2023-12-01
Bucaramanga,Salud,1,4,2023-04-06
Cartagena,Medio Ambiente,4,1,2023-06-27
Manizales,Medio Ambiente,4,3,2024-03-18
Cali,Educación,2,1,2024-02-09
Cali,Salud,1,1,2023-04-07
Cali,Seguridad,3,1,2024-08-01
Bucaramanga,Medio Ambiente,4,2,2023-09-25
Pereira,Educación,2,4,2023-04-18
Cúcuta,Medio Ambiente,4,2,2024-05-04
Manizales,Medio Ambiente,4,4,2023-05-19
Barranquilla,Seguridad,3,2,2023-04-18
Cartagena,Salud,1,1,2024-11-09
Cartagena,Seguridad,3,4,2023-08-07
