Ciudad,Comentario,Categoría del problema,Categoria numerica,Nivel de urgencia,Fecha del reporte
Bogotá,faltan médicos en el centro de salud.,Salud,1,4,2024-11-16
Cali,queremos más presencia policial.,Seguridad,3,1,2024-08-13
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-03-02
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-03-23
Pereira,faltan médicos en el centro de salud.,Salud,1,3,2023-03-02
Cali,faltan médicos en el centro de salud.,Salud,1,3,2023-06-01
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-04-25
Pereira,queremos más presencia policial.,Seguridad,3,3,2024-11-10
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-08-31
Bogotá,no hay suficientes escuelas públicas.,Educación,2,3,2023-09-22
Pereira,queremos más presencia policial.,Seguridad,3,2,2023-12-20
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,3,2024-03-26
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-09-23
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-03-30
Pereira,faltan médicos en el centro de salud.,Salud,1,3,2024-03-10
Bucaramanga,faltan médicos en el centro de salud.,Salud,1,4,2024-03-08
Pereira,no hay suficientes escuelas públicas.,Educación,2,1,2024-02-11
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-05-29
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-09-01
Barranquilla,falta agua potable en varias casas.,Salud,1,2,2023-11-12
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-09-04
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-05-20
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-08-14
Cartagena,no hay suficientes escuelas públicas.,Educación,2,2,2023-08-30
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-08-18
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-01-02
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-01-06
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-06-25
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-06-27
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2024-07-07
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-10-15
Medellín,falta agua potable en varias casas.,Salud,1,2,2024-05-14
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-01-19
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-10-18
Bogotá,no hay suficientes escuelas públicas.,Educación,2,1,2023-03-08
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-02-27
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-10-10
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-05-03
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-01-24
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-11-27
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2023-10-03
Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-05-01
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-02-17
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-01-31
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2023-03-10
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-02-18
Bogotá,no hay suficientes escuelas públicas.,Educación,2,2,2024-10-26
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-03-20
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-10-12
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-03-10
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-01-25
Barranquilla,queremos más presencia policial.,Seguridad,3,2,2024-05-24
Santa Marta,queremos más presencia policial.,Seguridad,3,4,2023-03-28
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-10-15
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,1,2024-06-13
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-07-18
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-07-04
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-04-01
Cartagena,falta agua potable en varias casas.,Salud,1,1,2024-11-21
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-04-29
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-12-06
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-03-24
Manizales,no hay suficientes escuelas públicas.,Educación,2,3,2023-08-10
Cúcuta,falta agua potable en varias casas.,Salud,1,1,2024-03-16
Cúcuta,falta agua potable en varias casas.,Salud,1,3,2024-06-13
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,1,2024-04-05
Cali,faltan médicos en el centro de salud.,Salud,1,1,2024-07-11
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-03-09
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-12-02
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-06-06
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-10-23
Santa Marta,falta agua potable en varias casas.,Salud,1,2,2023-08-22
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-05-16
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-01-31
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-04-11
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-11-27
Bucaramanga,falta agua potable en varias casas.,Salud,1,1,2024-09-09
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-05-24
Cali,queremos más presencia policial.,Seguridad,3,2,2023-05-22
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-04-20
Bogotá,queremos más presencia policial.,Seguridad,3,2,2024-07-01
Cali,queremos más presencia policial.,Seguridad,3,3,2023-07-14
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-10-04
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2023-03-04
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-07-09
Cali,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-11-14
Bogotá,falta agua potable en varias casas.,Salud,1,2,2024-02-12
Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-09-04
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,3,2023-01-25
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-07-19
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-08-18
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-11-13
Barranquilla,queremos más presencia policial.,Seguridad,3,3,2023-05-02
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-10-08
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-09-09
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-06-15
Santa Marta,queremos más presencia policial.,Seguridad,3,4,2024-11-15
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-07-29
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-02-29
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-11-22
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2023-04-18
Cúcuta,queremos más presencia policial.,Seguridad,3,1,2023-06-03
Barranquilla,queremos más presencia policial.,Seguridad,3,2,2023-06-22
Manizales,faltan médicos en el centro de salud.,Salud,1,3,2023-07-22
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-07-18
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-07-09
Cartagena,falta agua potable en varias casas.,Salud,1,1,2024-05-03
Bucaramanga,queremos más presencia policial.,Seguridad,3,2,2024-10-18
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-03-26
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-08-20
Bogotá,falta agua potable en varias casas.,Salud,1,2,2024-06-18
Santa Marta,queremos más presencia policial.,Seguridad,3,2,2024-08-04
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-05-16
Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-09-22
Bogotá,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-09-30
Cali,no hay suficientes escuelas públicas.,Educación,2,1,2023-06-04
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-07-01
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-12-18
Medellín,faltan médicos en el centro de salud.,Salud,1,4,2024-03-08
Manizales,queremos más presencia policial.,Seguridad,3,3,2023-07-19
Bogotá,faltan médicos en el centro de salud.,Salud,1,1,2024-02-24
Medellín,queremos más presencia policial.,Seguridad,3,1,2023-12-01
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-05-17
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-05-04
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-06-17
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-06-14
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-08-24
Medellín,falta agua potable en varias casas.,Salud,1,3,2023-01-24
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-09-22
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-07-15
Barranquilla,falta agua potable en varias casas.,Salud,1,1,2024-11-16
Cali,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-02-03
Bogotá,faltan médicos en el centro de salud.,Salud,1,2,2024-10-07
Cali,no hay suficientes escuelas públicas.,Educación,2,4,2024-05-10
Barranquilla,queremos más presencia policial.,Seguridad,3,3,2024-03-08
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-03-21
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2024-09-18
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-03-18
Cali,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-10-20
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-05-07
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-07-06
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-07-20
Cartagena,queremos más presencia policial.,Seguridad,3,2,2023-10-20
Medellín,no hay suficientes escuelas públicas.,Educación,2,2,2024-10-17
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-06-03
Bogotá,no hay suficientes escuelas públicas.,Educación,2,3,2023-04-29
Cali,queremos más presencia policial.,Seguridad,3,1,2024-02-23
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,3,2023-08-24
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-06-07
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-02-28
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-09-10
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-11-23
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-03-30
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-02-12
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-05-19
Cartagena,faltan médicos en el centro de salud.,Salud,1,3,2023-08-15
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-08-08
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-09-26
Pereira,queremos más presencia policial.,Seguridad,3,4,2023-11-22
Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-05-15
Cali,falta agua potable en varias casas.,Salud,1,2,2023-04-01
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-02-16
Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-09-04
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-12
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-09-20
Bogotá,falta agua potable en varias casas.,Salud,1,1,2024-06-15
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-11-04
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-04-23
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,2,2024-10-09
Santa Marta,faltan médicos en el centro de salud.,Salud,1,3,2023-08-03
Pereira,queremos más presencia policial.,Seguridad,3,1,2023-04-29
Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2024-02-22
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-03-26
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-01-05
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-05-14
Cali,no hay suficientes escuelas públicas.,Educación,2,2,2023-05-02
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-09-21
Pereira,queremos más presencia policial.,Seguridad,3,1,2023-07-06
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-06-08
Cartagena,falta agua potable en varias casas.,Salud,1,1,2024-07-27
Manizales,queremos más presencia policial.,Seguridad,3,4,2024-05-10
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-07-16
Barranquilla,queremos más presencia policial.,Seguridad,3,2,2023-10-12
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-03-29
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2023-11-21
Santa Marta,faltan médicos en el centro de salud.,Salud,1,4,2023-11-01
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-12-23
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-03-16
Pereira,queremos más presencia policial.,Seguridad,3,1,2024-09-09
Cartagena,queremos más presencia policial.,Seguridad,3,3,2024-03-09
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2023-01-15
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-07-01
Manizales,no hay suficientes escuelas públicas.,Educación,2,4,2024-11-09
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-03-16
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-10-13
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-12-19
Cali,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-03-30
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-02-23
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-10-01
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-10-18
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-09-17
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2023-06-17
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-10-08
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-08-29
Manizales,faltan médicos en el centro de salud.,Salud,1,1,2023-07-04
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-05-05
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-03-26
Pereira,no hay suficientes escuelas públicas.,Educación,2,3,2023-01-11
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-04-15
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-08-16
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2024-10-23
Pereira,queremos más presencia policial.,Seguridad,3,3,2023-11-12
Barranquilla,faltan médicos en el centro de salud.,Salud,1,2,2024-08-26
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-06-16
Cartagena,falta agua potable en varias casas.,Salud,1,4,2024-08-02
Bucaramanga,necesitamos más acceso a internet en la zona.,Educación,2,4,2024-03-10
Medellín,queremos más presencia policial.,Seguridad,3,2,2023-06-06
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-06-04
Medellín,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-01-04
Manizales,falta agua potable en varias casas.,Salud,1,1,2023-06-10
Manizales,faltan médicos en el centro de salud.,Salud,1,3,2024-08-20
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-11-10
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-03-17
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-03-30
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-07-03
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2023-06-19
Cúcuta,falta agua potable en varias casas.,Salud,1,2,2023-05-15
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-02-26
Bogotá,no hay suficientes escuelas públicas.,Educación,2,2,2023-10-19
Barranquilla,falta agua potable en varias casas.,Salud,1,4,2023-04-20
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-10-25
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-11-12
Medellín,no hay suficientes escuelas públicas.,Educación,2,1,2024-05-22
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-12-23
Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-03-04
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-10-24
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-08-20
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-05-10
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,4,2023-10-15
Cartagena,no hay suficientes escuelas públicas.,Educación,2,4,2023-04-08
Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-12-06
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-04-15
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-08-17
Cali,queremos más presencia policial.,Seguridad,3,3,2024-02-20
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-06-02
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-01-02
Bucaramanga,queremos más presencia policial.,Seguridad,3,1,2024-06-05
Cúcuta,necesitamos más acceso a internet en la zona.,Educación,2,1,2023-08-06
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-06-05
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-04-02
Barranquilla,falta agua potable en varias casas.,Salud,1,3,2023-11-09
Manizales,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-03-29
Manizales,queremos más presencia policial.,Seguridad,3,1,2024-07-14
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-08-15
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-10-27
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-06-17
Cartagena,falta agua potable en varias casas.,Salud,1,4,2023-02-03
Manizales,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-05-11
Medellín,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2024-01-10
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-10-25
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-08-24
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-08-20
Cali,queremos más presencia policial.,Seguridad,3,1,2024-07-17
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2024-09-24
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,3,2024-03-20
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-07-12
Manizales,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-01-29
Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-05-17
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,4,2023-12-22
Pereira,queremos más presencia policial.,Seguridad,3,1,2023-01-20
Cartagena,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-10-12
Bucaramanga,queremos más presencia policial.,Seguridad,3,4,2023-11-18
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2024-09-07
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2024-08-17
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,2,2023-04-30
Santa Marta,faltan médicos en el centro de salud.,Salud,1,3,2024-05-21
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2023-09-17
Cartagena,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-07-15
Manizales,falta agua potable en varias casas.,Salud,1,2,2024-01-20
Santa Marta,falta agua potable en varias casas.,Salud,1,1,2024-02-17
Manizales,no hay suficientes escuelas públicas.,Educación,2,2,2023-04-30
Santa Marta,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-10-26
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-01-12
Pereira,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-12-29
Santa Marta,faltan médicos en el centro de salud.,Salud,1,4,2024-11-22
Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-05-05
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-10-12
Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2023-04-27
Pereira,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-03-22
Medellín,necesitamos más acceso a internet en la zona.,Educación,2,2,2023-07-29
Manizales,no hay suficientes escuelas públicas.,Educación,2,3,2023-09-15
Bucaramanga,queremos más presencia policial.,Seguridad,3,1,2024-07-31
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-06-22
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,2,2023-04-08
Manizales,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2023-11-07
Medellín,queremos más presencia policial.,Seguridad,3,2,2023-06-07
Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-08-26
Barranquilla,faltan médicos en el centro de salud.,Salud,1,3,2024-05-25
Pereira,hay problemas con la recolección de basura.,Medio Ambiente,4,1,2024-02-15
Medellín,falta agua potable en varias casas.,Salud,1,2,2024-10-10
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-09-11
Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,2,2,2024-04-13
Manizales,faltan médicos en el centro de salud.,Salud,1,1,2024-06-09
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-03-16
Cali,la contaminación del río está aumentando.,Medio Ambiente,4,2,2024-06-19
Bogotá,la contaminación del río está aumentando.,Medio Ambiente,4,4,2024-09-15
Pereira,no hay suficientes escuelas públicas.,Educación,2,4,2024-06-13
Cartagena,queremos más presencia policial.,Seguridad,3,1,2024-07-05
Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-12-02
Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-11-26
Bucaramanga,falta agua potable en varias casas.,Salud,1,4,2023-04-21
Cali,faltan médicos en el centro de salud.,Salud,1,1,2024-10-25
Pereira,la contaminación del río está aumentando.,Medio Ambiente,4,3,2023-12-17
Cartagena,queremos más presencia policial.,Seguridad,3,2,2024-07-06
Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-08-17
Manizales,queremos más presencia policial.,Seguridad,3,1,2024-01-22
Manizales,no hay suficientes escuelas públicas.,Educación,2,2,2024-01-05
Bogotá,no hay suficientes escuelas públicas.,Educación,2,1,2024-06-14
Bogotá,queremos más presencia policial.,Seguridad,3,4,2023-03-28
Medellín,faltan médicos en el centro de salud.,Salud,1,1,2023-08-25
Cúcuta,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-01-24
Santa Marta,necesitamos más acceso a internet en la zona.,Educación,2,4,2023-05-24
Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,4,2,2023-08-26
Cali,no tenemos centros culturales ni bibliotecas.,Educación,2,4,2023-07-21
Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,4,2,2024-03-31
Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,4,1,2023-08-19
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-10-15
Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,4,3,2024-07-24
Bogotá,necesitamos más acceso a internet en la zona.,Educación,2,3,2024-11-16
Medellín,la contaminación del río está aumentando.,Medio Ambiente,4,1,2023-12-13
Cartagena,faltan médicos en el centro de salud.,Salud,1,2,2024-09-13
Bogotá,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-04-09
Manizales,falta agua potable en varias casas.,Salud,1,3,2023-06-16
Manizales,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2023-12-03
Manizales,no hay suficientes escuelas públicas.,Educación,2,1,2023-04-07
Cartagena,no hay suficientes escuelas públicas.,Educación,2,3,2023-12-12
Manizales,faltan médicos en el centro de salud.,Salud,1,2,2024-06-30
Medellín,falta agua potable en varias casas.,Salud,1,1,2023-09-01
Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,4,3,2024-05-13
Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,3,2,2024-11-17
Cali,necesitamos más acceso a internet en la zona.,Educación,2,3,2023-02-09
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-10-09
Santa Marta,no hay suficientes escuelas públicas.,Educación,2,1,2024-02-19
Bucaramanga,no hay suficientes escuelas públicas.,Educación,2,1,2023-02-13
Barranquilla,falta agua potable en varias casas.,Salud,1,4,2024-08-20
Medellín,falta agua potable en varias casas.,Salud,1,1,2024-01-20
Bucaramanga,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-04-23
Barranquilla,necesitamos más acceso a internet en la zona.,Educación,2,1,2024-08-28
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2023-04-01
Cali,necesitamos más acceso a internet en la zona.,Educación,2,2,2024-06-28
Barranquilla,no tenemos centros culturales ni bibliotecas.,Educación,2,1,2023-08-16
Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,3,3,2024-04-29
Cali,hay problemas con la recolección de basura.,Medio Ambiente,4,4,2023-08-02
Pereira,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2024-02-02
Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,4,4,2024-05-21
Manizales,faltan médicos en el centro de salud.,Salud,1,2,2024-11-09
Cali,no hay suficientes escuelas públicas.,Educación,2,1,2023-06-12
Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,3,1,2023-05-08
Cúcuta,no hay suficientes escuelas públicas.,Educación,2,4,2023-02-26
Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,4,3,2024-06-11
Cali,las calles están muy oscuras y peligrosas.,Seguridad,3,4,2024-03-26
